附属设施(巡查项目) ||| 巡查子项目 ||| 通风系统(系统)
水压试验(巡查方法) ||| 巡查内容 ||| 计划及方案(内容)
冲洗消毒(维护方法) ||| 维护内容 ||| 计划及方案(内容)
后备电池(巡查项目) ||| 巡查内容 ||| 工作可靠(内容)
专业人员(内容) ||| 需要 ||| 专门技术手段(内容)
信号中断(内容) ||| 需要 ||| 报警的功能应正常(内容)
正常开启(内容) ||| 需要 ||| 报警的功能应正常(内容)
支吊架(巡查项目) ||| 巡查内容 ||| 构件完整(内容)
综合管廊(巡查项目) ||| 巡查内容 ||| 外部作业影响特征(内容)
制定监测方案(内容) ||| 需要 ||| 外部作业影响特征(内容)
综合管廊(巡查项目) ||| 巡查内容 ||| 专项应急预案(内容)
子系统(巡查项目) ||| 巡查内容 ||| 与其他附属设施系统、入廊管线之间的联动控制(内容)
汛期后(内容) ||| 维护方法 ||| 专项清淤(维护方法)
汛期前(内容) ||| 维护方法 ||| 专项清淤(维护方法)
试验(巡查方法) ||| 巡查内容 ||| 符合国家现行标准《建筑物防雷装置检测技术规范》GB/T 21431和《电力设备预防性试验规程》DL/T 596(内容)
检测(巡查方法) ||| 巡查内容 ||| 符合国家现行标准《建筑物防雷装置检测技术规范》GB/T 21431和《电力设备预防性试验规程》DL/T 596(内容)
综合管廊(巡查项目) ||| 巡查内容 ||| 沉降检测(内容)
沉降检测(内容) ||| 需要 ||| 符合现行国家标准《国家一、二等水准检测规范》GB12897(内容)
冲洗消毒(巡查方法) ||| 巡查内容 ||| 不应影响综合管廊的安全稳定运行(内容)
冲洗消毒(维护方法) ||| 维护内容 ||| 不应影响综合管廊的安全稳定运行(内容)
水压试验(巡查方法) ||| 巡查内容 ||| 不应影响综合管廊的安全稳定运行(内容)
计划及方案(内容) ||| 需要 ||| 与综合管廊运营管理单位提前进行联络与沟通(内容)
综合管廊本体(巡查项目) ||| 巡查子项目 ||| 构筑物(巡查项目)
构件(巡查项目) ||| 巡查方法 ||| 常规定期检测(巡查方法)
照明系统(巡查项目) ||| 巡查内容 ||| 巡检内容及要求(内容)
技术档案管理(内容) ||| 需要 ||| 采用计算机技术实施动态管理(内容)
技术档案管理(内容) ||| 需要 ||| 纳入综合管廊统一管理平台(内容)
可能的有毒有害气体排放(内容) ||| 需要 ||| 符合廊内运营管理和安全要求(内容)
水质(内容) ||| 需要 ||| 符合廊内运营管理和安全要求(内容)
排放水量(内容) ||| 需要 ||| 符合廊内运营管理和安全要求(内容)
出入口(巡查项目) ||| 巡查内容 ||| 正常开启(内容)
入侵(巡查项目) ||| 巡查内容 ||| 正常开启(内容)
排水量(内容) ||| 巡查方法 ||| 校核(巡查方法)
综合管廊(巡查项目) ||| 巡查内容 ||| 地质条件(内容)
制定监测方案(内容) ||| 需要 ||| 地质条件(内容)
专项应急预案(内容) ||| 需要 ||| 根据不同应急事件编制(内容)
子系统(巡查项目) ||| 巡查内容 ||| 符合现行国家标准《城镇综合管廊监控与报警系统工程技术标准》GB/T51274(内容)
渗透(内容) ||| 维护方法 ||| 采用混凝土渗透结晶剂的方法处理(维护方法)
供电系统(巡查项目) ||| 巡查内容 ||| 24小时运行值班(内容)
检测对象(内容) ||| 需要 ||| 系统设备(内容)
检测对象(内容) ||| 需要 ||| 组件(内容)
构件(巡查项目) ||| 巡查内容 ||| 加速退化(内容)
常规定期检测(巡查方法) ||| 巡查内容 ||| 难以判明是否安全(内容)
专业人员(内容) ||| 需要 ||| 辅以现场和实验室测试(内容)
特殊检测(巡查方法) ||| 巡查内容 ||| 对检测结果进行综合分析(内容)
特殊检测(巡查方法) ||| 巡查内容 ||| 提交书面检测报告(内容)
主体结构(巡查项目) ||| 巡查子项目 ||| 附属构筑物(巡查项目)
接地电流(内容) ||| 需要 ||| 有较大突变(内容)
温度(内容) ||| 需要 ||| 有较大突变(内容)
有较大突变(内容) ||| 巡查方法 ||| 申请停电检查(巡查方法)
灾后排热排烟(内容) ||| 需要 ||| 最大耐温280℃(内容)
运行维护作业安全管理(内容) ||| 需要 ||| 符合国家现行标准《电力安全工作规程电力线路部分》GB 26859、《电力安全工作规程发电厂和变电站电气部分》GB 26860(内容)
管道附属设施(巡查项目) ||| 巡查子项目 ||| 各种紧固件(巡查项目)
专项应急预案(内容) ||| 包含 ||| 内部应急事件(内容)
管段结构(巡查项目) ||| 巡查子项目 ||| 混凝土壁面(巡查项目)
混凝土壁面(巡查项目) ||| 巡查内容 ||| 渗透(内容)
供电系统(巡查项目) ||| 巡查内容 ||| 每班不少于1人(内容)
供电系统(巡查项目) ||| 巡查内容 ||| 高压操作不少于2人(内容)
消防系统(系统) ||| 巡查方法 ||| 每年至少检测一次(巡查方法)
管道(巡查项目) ||| 维护方法 ||| 冲洗消毒(维护方法)
加速退化(内容) ||| 巡查方法 ||| 补充检测(巡查方法)
表面(内容) ||| 需要 ||| 细微裂缝(内容)
特殊检测(巡查方法) ||| 巡查内容 ||| 专业人员(内容)
混凝土(巡查项目) ||| 巡查方法 ||| 碳化检测(巡查方法)
碳化深度(内容) ||| 需要 ||| 以PH值来确定(内容)
综合管廊(巡查项目) ||| 巡查内容 ||| 渗漏水量(内容)
渗漏水量(内容) ||| 巡查方法 ||| 每季度1次(巡查方法)
供电系统(巡查项目) ||| 巡查内容 ||| 运行维护作业安全管理(内容)
事发现场查看(内容) ||| 需要 ||| 携带警用设备(内容)
防雷接地装置(巡查项目) ||| 巡查内容 ||| 电阻值(内容)
防雷及接地装置(巡查项目) ||| 巡查方法 ||| 试验(巡查方法)
特殊检测(巡查方法) ||| 巡查内容 ||| 有资质的专业单位(内容)
结构不均匀沉降(内容) ||| 巡查方法 ||| 垂直位移监测(巡查方法)
管段(巡查项目) ||| 巡查内容 ||| 表面(内容)
标识(巡查项目) ||| 巡查内容 ||| 编号(内容)
编号(内容) ||| 需要 ||| 原则应统一(内容)
灾后排热排烟(内容) ||| 需要 ||| 最大运行时间为1h(内容)
中控台账(巡查项目) ||| 巡查内容 ||| 记录事件发展过程(内容)
电动百叶窗(巡查项目) ||| 巡查内容 ||| 与火灾报警系统联动有效(内容)
操作员和管理员的权限(巡查项目) ||| 巡查内容 ||| 相互制约(内容)
操作员和管理员的权限(巡查项目) ||| 巡查内容 ||| 分权制约功能(内容)
内部检查(巡查方法) ||| 巡查周期 ||| 每年不少于2次(巡查周期)
结构本体(巡查项目) ||| 巡查子项目 ||| 雨水渠(巡查项目)
发生以下情形(内容) ||| 巡查方法 ||| 全面或单项专业检测(巡查方法)
天然气管线(巡查项目) ||| 巡查内容 ||| 与直埋支管线连接处(内容)
与直埋支管线连接处(内容) ||| 需要 ||| 封堵严密(内容)
有较大突变时(内容) ||| 巡查方法 ||| 接地系统检查(巡查方法)
有较大突变(内容) ||| 巡查方法 ||| 接地系统检查(巡查方法)
中控台账(巡查项目) ||| 巡查内容 ||| 实时填写(内容)
不停水快速维修(维护方法) ||| 维护内容 ||| 作业用电(内容)
不停水快速维修(维护方法) ||| 维护内容 ||| 用气安全(内容)
不停水快速维修(维护方法) ||| 维护内容 ||| 人员安全(内容)
安排人员(内容) ||| 需要 ||| 事发现场查看(内容)
集水坑(巡查项目) ||| 巡查内容 ||| 排水畅通(内容)
排水沟渠(巡查项目) ||| 巡查内容 ||| 排水畅通(内容)
盖板(巡查项目) ||| 巡查内容 ||| 完好有效(内容)
本体结构(巡查项目) ||| 巡查方法 ||| 全面专业检测(巡查方法)
本体结构(巡查项目) ||| 巡查内容 ||| 发生以下情形(内容)
存放地(内容) ||| 需要 ||| 防潮(内容)
材质(内容) ||| 需要 ||| 防潮(内容)
打开(内容) ||| 需要 ||| 警示措施(内容)
泄漏(内容) ||| 需要 ||| 发生泄漏管道的实际情况(内容)
抢修作业(内容) ||| 需要 ||| 符合现行行业标准《城镇供热系统抢修技术规程》CJJ 203(内容)
附属建（构）筑物(巡查项目) ||| 巡查内容 ||| 构成综合管廊的承重结构体(内容)
电池(内容) ||| 需要 ||| 取出(内容)
淤泥外运(内容) ||| 维护方法 ||| 密闭措施(维护方法)
与其他附属设施系统、入廊管线之间的联动控制(内容) ||| 需要 ||| 符合现行国家标准《城镇综合管廊监控与报警系统工程技术标准》GB/T 51274(内容)
不停水快速维修(维护方法) ||| 维护内容 ||| 排水量(内容)
排水量(内容) ||| 巡查方法 ||| 持续监测(巡查方法)
事发现场查看(内容) ||| 需要 ||| 穿戴防护用品(内容)
防雷接地装置(巡查项目) ||| 巡查周期 ||| 每年测试1次(巡查周期)
电动百叶窗(巡查项目) ||| 巡查内容 ||| 开闭良好(内容)
排水管道(巡查项目) ||| 巡查内容 ||| 综合管廊内外环境条件(内容)
管道基本概况(内容) ||| 巡查方法 ||| 综合确定维修方案(巡查方法)
综合管廊内外环境条件(内容) ||| 巡查方法 ||| 综合确定维修方案(巡查方法)
管道缺陷检测与评估成果(内容) ||| 巡查方法 ||| 综合确定维修方案(巡查方法)
供电系统(巡查项目) ||| 巡查子项目 ||| 变电站(巡查项目)
更新(维护方法) ||| 维护内容 ||| 与综合管廊本体及附属设施的运行维护及安全管理相协调(内容)
改造(维护方法) ||| 维护内容 ||| 与综合管廊本体及附属设施的运行维护及安全管理相协调(内容)
维修(维护方法) ||| 维护内容 ||| 与综合管廊本体及附属设施的运行维护及安全管理相协调(内容)
材质(内容) ||| 需要 ||| 耐火(内容)
井口(巡查项目) ||| 巡查内容 ||| 打开(内容)
打开(内容) ||| 需要 ||| 到控制中心许可(内容)
打开(内容) ||| 需要 ||| 做好完善的防护(内容)
进入(内容) ||| 需要 ||| 至少2人以上（含2人）(内容)
拔掉(内容) ||| 需要 ||| 以防意外损坏(内容)
取出(内容) ||| 需要 ||| 以防意外损坏(内容)
统一管理平台(巡查项目) ||| 巡查内容 ||| 运行功能(内容)
监控与报警系统(系统) ||| 巡查内容 ||| 运行功能(内容)
火灾自动报警系统(巡查项目) ||| 巡查内容 ||| 运行故障(内容)
活动支架(巡查项目) ||| 巡查内容 ||| 垮塌(内容)
操作员和管理员的权限(巡查项目) ||| 巡查内容 ||| 分离(内容)
表面清洁度(巡查项目) ||| 巡查内容 ||| 目视评定(内容)
目视评定(内容) ||| 需要 ||| 未涂覆过的钢材表面和全面清除原有涂层后的钢材表面的锈蚀等级和处理等级》GB/T 8923(内容)
综合管廊(巡查项目) ||| 巡查内容 ||| 进入(内容)
遥控器(巡查项目) ||| 巡查内容 ||| 电池(内容)
综合管廊(巡查项目) ||| 巡查内容 ||| 淤泥外运(内容)
维修(维护方法) ||| 维护内容 ||| 符合结构设计要求(内容)
滤网(巡查项目) ||| 巡查内容 ||| 重新使用时(内容)
集水井(巡查项目) ||| 巡查内容 ||| 每2h进入的渗漏水容积数(内容)
运行(内容) ||| 需要 ||| 相应电流值(内容)
相应电流值(内容) ||| 需要 ||| 保证安全运行(内容)
维护的组件、部件(巡查项目) ||| 巡查内容 ||| 无松动移位(内容)
从子系统和系统层面(内容) ||| 维护方法 ||| 整体维护(维护方法)
电阻值(内容) ||| 需要 ||| 应符合设计要求(内容)
照度(内容) ||| 需要 ||| 不低于5 lx(内容)
持续供电时间(内容) ||| 需要 ||| 不小于60min(内容)
钢结构(巡查项目) ||| 巡查方法 ||| 维修(巡查方法)
钢筋混凝土结构(巡查项目) ||| 巡查方法 ||| 维修(巡查方法)
排水管道(巡查项目) ||| 巡查方法 ||| 维修(巡查方法)
检查井(巡查项目) ||| 巡查方法 ||| 内部检查(巡查方法)
雨水舱(巡查项目) ||| 维护方法 ||| 非雨季清理疏通(维护方法)
雨水渠(巡查项目) ||| 维护方法 ||| 非雨季清理疏通(维护方法)
非雨季清理疏通(维护方法) ||| 维护周期 ||| 应不少于2次(巡查周期)
全面专业检测(巡查方法) ||| 巡查周期 ||| 每6~10年进行1次(巡查周期)
更换(维护方法) ||| 维护内容 ||| 材质(内容)
材质(内容) ||| 需要 ||| 防锈(内容)
电机(巡查项目) ||| 巡查内容 ||| 无异味(内容)
通风管道(巡查项目) ||| 巡查内容 ||| 无异味(内容)
给水管道(巡查项目) ||| 维护方法 ||| 抢修(维护方法)
海水输送管道(巡查项目) ||| 维护方法 ||| 抢修(维护方法)
泄漏(内容) ||| 维护方法 ||| 抢修(维护方法)
发生泄漏管道的实际情况(内容) ||| 维护方法 ||| 抢修(维护方法)
抢修(维护方法) ||| 需要 ||| 不宜采用不停热抢修方式(维护方法)
电源(巡查项目) ||| 巡查内容 ||| 插头(内容)
插头(内容) ||| 需要 ||| 拔掉(内容)
维修(维护方法) ||| 维护内容 ||| 符合现行行业标准《混凝土结构耐久性修复与防护技术规程》JGJ/T 259(内容)
重新使用时(内容) ||| 需要 ||| 确认已经装上(内容)
系统(巡查项目) ||| 巡查子项目 ||| 涉及的软件和数据(巡查项目)
子系统(巡查项目) ||| 巡查子项目 ||| 涉及的软件和数据(巡查项目)
至少2人以上（含2人）(内容) ||| 需要 ||| 便于现场突发事件的应对(内容)
至少2人以上（含2人）(内容) ||| 需要 ||| 互为安全监督(内容)
附属建（构）筑物(巡查项目) ||| 巡查内容 ||| 与综合管廊结构相连成为整体(内容)
软件系统(巡查项目) ||| 巡查子项目 ||| 系统软件(巡查项目)
软件系统(巡查项目) ||| 巡查子项目 ||| 应用软件(巡查项目)
附属阀件(巡查项目) ||| 巡查内容 ||| 动作可靠(内容)
安全控制区(巡查项目) ||| 巡查内容 ||| 影响结构安全的因素(内容)
安全保护范围(巡查项目) ||| 巡查内容 ||| 影响结构安全的因素(内容)
维护的组件、部件(巡查项目) ||| 巡查内容 ||| 安装稳固(内容)
维护的组件、部件(巡查项目) ||| 巡查内容 ||| 与墙体结合部位无明显空隙(内容)
按照系统关联特征(内容) ||| 需要 ||| 从子系统和系统层面(内容)
照明灯具(巡查项目) ||| 巡查内容 ||| 接地应可靠(内容)
常用照明设备(巡查项目) ||| 巡查内容 ||| 亮灯率大于95%(内容)
照明系统(巡查项目) ||| 巡查子项目 ||| 应急逃生照明(巡查项目)
无线对讲系统(巡查项目) ||| 巡查内容 ||| 现场巡查人员作业时与监控中心的通信联络(内容)
日常保洁(巡查项目) ||| 巡查内容 ||| 干净(内容)
设备(巡查项目) ||| 巡查内容 ||| 整体运行(内容)
管道(巡查项目) ||| 巡查内容 ||| 整体运行(内容)
运行压力、温度、输送量(内容) ||| 需要 ||| 不应大于管道设计压力、温度和输送量(内容)
接头(巡查项目) ||| 巡查内容 ||| 位置(内容)
电缆(巡查项目) ||| 巡查内容 ||| 位置(内容)
入廊管线单位(巡查项目) ||| 巡查内容 ||| 保证渠道畅通(内容)
附属设施(巡查项目) ||| 巡查内容 ||| 按照系统关联特征(内容)
常用照明设备(巡查项目) ||| 巡查内容 ||| 最小照度不小于5 lx(内容)
应急处置(维护方法) ||| 维护内容 ||| 防止次生灾害(内容)
裂缝(内容) ||| 维护方法 ||| 按管段裂缝的处理方法处理(维护方法)
标识系统(巡查项目) ||| 巡查内容 ||| 标识位置准确(内容)
监控与报警系统(系统) ||| 巡查内容 ||| 保持24小时不间断运行(内容)
硬盘录像机(巡查项目) ||| 巡查内容 ||| 不同角度对事发现场进行录像(内容)
螺栓(巡查项目) ||| 巡查内容 ||| 定期紧固(内容)
执法部门(巡查项目) ||| 巡查内容 ||| 清理现场(内容)
结构表面(巡查项目) ||| 巡查内容 ||| 地基变形(内容)
照明(巡查项目) ||| 巡查内容 ||| 手动控制功能(内容)
手动控制功能(内容) ||| 需要 ||| 可靠(内容)
涉及的软件和数据(巡查项目) ||| 巡查内容 ||| 列入运维(内容)
排气(内容) ||| 需要 ||| 启动风机通风(内容)
缺损(内容) ||| 维护方法 ||| 及时补修(维护方法)
阀门(巡查项目) ||| 巡查内容 ||| 无跑冒滴现象(内容)
